dataset,split,text,label,multilabel
b,test,Trump signs executive order that critics warn politicizes federal career civil service[NEWLINE][NEWLINE]https://t.co/9M2y9NI3yk,0,
b,test,"there seems to be a new poll that's very favorable to Biden, that changed the 538 Georgia projection from 46/54 to 50/50[NEWLINE]whether or not it's an outlier that shouldnt be taken so seriously i do not know, but the state has been close to a tossup for as long as the model's been on.",0,
b,test,My daughter’s Brownie troop is working on their Democracy badge.  She just cast her vote.  #BidenHarris2020 http,0,
b,test,"@user The hate is resonating from the head Dems.  It’s jealousy, they can’t identify it as that.  Trump has knocked every curve ball out of the park.",0,
b,test,2. implemented the @user team told debate commission absolutely not. They would not allow @user ears to be checked for listening devices. Like What The Hell is that about. #CheckJoesEars @user #Trump2020 #Trump2024 #Trump2028,0,
b,test,@user @user @user @user @user @user @user Lmao “dddrrrr I gots to be watching the foozz ball izz so smart”🥴 ..not much else in your sad life huh?😂😂😂#trump2020,0,
b,test,"The question is: Who did America bring into captivity in 1619, 401 years ago? [NEWLINE]The Bible confirms who we are, Gen 15:13-14. [NEWLINE]So why won't you give us justice America? [NEWLINE]Jacob's Troubles will afflict you/Jacob will be saved out of it[NEWLINE]#Trump2020 #Biden2020 #400yrs #12tribesofisrael",0,
b,test,"Biden or Kamala won’t  commit to their policy on packing the court, Joe’s comment, “vote for me I’ll let you know?” On fracking Joes flip flopping, Kamala is against fracking! VOTE RED!",0,
b,test,"@user Like when you voted for witnesses? Oh, that's right. Or when you voted to protect a woman's right of self-determination? (aka Kavanaugh). Senator, we are pissed and we are voting! (and I'm a cow) #MEPolitics #TimeForPasture #SelloutSuzy #VoteBlue2020 #CollinsFrownyFace #ByeBye",0,
b,test,@user @user Hahahahaha....when a democrat doesn’t get their way..... #Trump2020,0,
b,test,Fact or Fiction.. #VoteHimOut# #VoteBlue2020 Biden# http,0,
b,test,"@user @user You want to see dangerous, wait until sleepy Joe is put down &amp;  the ‘ho becomes president &amp; the drunk becomes vp. And in case you’re wondering, that’s Kamala &amp; Pelosi 🤮",1,
b,test,"@user @user I already know what Marxism is, and neither Kamala Harris, or especially Joe Biden, is a Marxist.",0,
b,test,@user You sound more like Kim Jong-U.N. with each passing day. #BidenHarris2020,0,
b,test,The Secret Service filed charges against a man from Maryland after he threatened to kidnap and kill Joe Biden and Kamala Harris.[NEWLINE][NEWLINE]James Dale approached a house that had Biden-Harris lawn signs and left behind a note detailing graphic threats against supporters and Biden-Harris. http,0,
b,test,"@user @user Trump is the most insecure and immature human, America has ever witnessed.[NEWLINE]We all know this type of person.[NEWLINE]Trump says terrible thing about others in an attempt to hurt them, this makes Trump feel good about himself. I personally think he gets a high when he hurts others.",0,
b,test,@user @user Joe Biden would be President for all of 3 months before kamala boots him,0,
b,test,#Trump2020 ? Wish full recovery to see him ask forgiveness to the country for his incompetence and lack of respect for the American people during Covid-19 crisis.#VictoryRoad to #Biden/Harris,0,
b,test,"@user @user I remember what you said in 2016 about Merrick Garland, so does everyone else with a brain!!! When did the entire GOP derail??? Become cowards??? November will be here soon!!! #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica #VoteBidenHarris2020 #GOPHypocrisy",0,
b,test,The fight is not Dems vs Repubs[NEWLINE][NEWLINE]It’s super Rich vs everybody else [NEWLINE][NEWLINE]Congress = rich vs rich with a Conscience[NEWLINE][NEWLINE]#TrumpIsNotABillionaire #TrumpTaxCheat[NEWLINE][NEWLINE] #AntiChrist = #Trump[NEWLINE][NEWLINE]#TaxFraudTrump #FakeBillionaireTrump #AntiChristTrump #Trump2020LandslideVictory #trump2020 ‼️,1,
b,test,#ConManTrump First he puts american in harms way #TrumpKilledAmericans Then our #Troups and now our #SecretService Puting People Americans in Danger Time to go Don #VoteHimOut2020 #BidenHarris2020 http,0,
b,test,@user @user NOPE-- JUST ANOTHER REPUBLICAN LIE [NEWLINE]https://t.co/yiMKTgio3m[NEWLINE][NEWLINE]https://t.co/jSou0MVVrr,0,
b,test,@user @user @user @user Appreciate patriotic citizens such as yourself. #Vote #MAGA2020,0,
b,test,@user I'm finding myself a little emotional listening to him today. Wow...#Biden2020,0,
b,test,"“It’s not that we get [coronavirus] from each other, it’s that we get it from the people in the office,"" Bonita Williams, 58, is a cleaner at the State Department tells @user http",0,
b,test,Did this 🤡 just say ridiculous forrest fires? 🤦🏻‍♀️ #DumpTrump2020 #BidenHarris2020 http,0,
b,test,"The focus on Trump's PB call to arms misses the threat of his next remarks. After he said ""stand by"", he said ""something needs to be done"" about left wingers. He then called for his people to ""watch"" the polls ""very hard"".[NEWLINE]#Vote #BidenHarris2020 http",0,
b,test,"@user Absolutely Joe! Hopefully soon I'll be saying,""Mr.President"" I'm so proud of ""you,"" Kamala, Barack Obama &amp; Hilary!!!",0,
b,test,Kerry Lied About Not Knowing Of Hunter Biden's Business In Ukraine http #SERFsUP! @user #biden2020,0,
b,test,Weird that Trump and Republicans have tried to limit mail-in voting. http,0,
b,test,"Charlamagne tha God says he's voting for 'change agent' Kamala Harris, not Joe Biden http",0,
b,test,@user How like  MAGAtte to try to emasculate a real man for practicing care and compassion. #BidenHarris2020,0,
b,test,SATURDAYS ARE FOR THE DOORS NO CAP 😤💯🇺🇸 #LeadRight #Trump2020 #WinTheDay http,0,
b,test,"@user I would rather donate to Jeffrey Dahmer’s meat-smoker purchase than to donate to your criminal, treasonous campaign. #TrumpIsBroke #Biden2020",0,
b,test,Ballot arrived! Can’t wait to fill it out and drop it off! #vote #VoteHimOut2020 #VoteBidenHarris2020 #VoteBlue2020 #VoteBlueToSaveAmerica #VoteBlueDownBallot @user @user,0,
b,test,@user @user @user @user @user @user #BidenHarris2020[NEWLINE]And what will you try next 😂😂 http,0,
b,test,"@user Kamala was my first choice,but I agree at this moment in time. Joe Biden is the right choice. We are lucky that he is willing to continue to serve our country. When I voted for Biden/Harris I felt good, I felt hopeful, I know this is the right team to recover our country/demoracy",0,
b,test,I’m just gonna leave this right here... and that’s on periodt as the kids say these days. #vote #bidenharris2020 #dumptrump @ United States America http,0,
b,test,Imagine master Lude (not me) telling J Frankenheimer[NEWLINE]the end of the movie is that CIA was sold out to CCP[NEWLINE][NEWLINE]He JF would send Lude back to drawing board.[NEWLINE]Guess what. Lude is right on. All thanks to Biden.[NEWLINE][NEWLINE]I heard such tales but needed verification[NEWLINE]well now we have it,0,
b,test,"Anyone who wishes death on OUR president @user is a terrible person. Also, he’s winning again in November. #Trump2020 🇺🇸 love you @user !",0,
b,test,@user Hell no. In fact I could donate to #BidenHarris2020,0,
b,test,Believe and act accordingly![NEWLINE]We  know what GOP has shown [NEWLINE]us . #VoteBidenHarris2020 #VoteOutEveryRepublican #RIPRGB http,0,
b,test,Did you ever think you would be so happy to see blue skies &amp; breath fresh air?! 5 weeks of hazardous air is over! GRATEFUL. Enjoy today and have empathy for those who are not as fortunate as we are. ✌🏼#BidenHarris2020 🌊❤️💯🗽🇺🇸 http,0,
b,test,"@user @user No one cares what you think bruh! Right there right at this moment is why no one likes you not even your own family,  #Trump2020 http",0,
b,test,Trump and Pence seem to be competing with each other to see who can kill the most supporters before election day,0,
b,test,#TrumpIsATraitor #BidenHarris2020ToSaveAmerica #BREAKING #Trending #BidenHarris #BidenHarris2020 #Debates2020 #kimberly #Blacklivesmatter [NEWLINE][NEWLINE]LAUGHING MY FUCKING ASS OFF BEECH[NEWLINE][NEWLINE]HOUSE OF CARDS IS COLLAPSING http http,0,
b,test,“Our constitution does not require a concession. It requires that one of the candidates win at least 270 electoral college votes and that’s exactly what Joe Biden and Kamala Harris have done.”[NEWLINE]S. Sanders.,0,
b,test,"Wow, read this! Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris. http via @user",0,
b,test,"#CCP did it again, ripping off US movies for it's warmongering video. Time to walk the walk and put money where the mouth is. Talk is cheap China, a barking dog never bites. #Trump2020LandslideVictory #Trump2020 [NEWLINE][NEWLINE]https://t.co/Sq4EcBClSH[NEWLINE][NEWLINE]https://t.co/0MbyenxedH FW to 3:15 minute http",0,
b,test,"Only question is now, how long do they allow Joe to be President before pushing her up.  Kamala Harris: the most opportunistic politician in modern history. http",0,
b,test,"This election will be the toughest test of the US political system in my life. He must be stopped. Anybody who is neutral on this but would condemn China, Russia, etc should really take a long look at themselves. This is unacceptable. #politics #Election2020 #MAGA2020 http",0,
b,test,@user No you and Creepy Joe Biden are the weak ones. #Trump2020,1,
b,test,Trump is at work for us. Bye-then is taking a nap. #MAGA2020,0,
b,test,"@user Reasons to vote Trump: [NEWLINE]Reasons to vote Biden: He stands for everything good and has already changed a lot a lives AND saved a bunch of lives, he is literally the nicest person ever and he would have the best influence on America, an influence that really needs[NEWLINE]We need Joe&amp;Kamala",0,
b,test,District 9 List of People on the Ballot. Don't vote blindly:[NEWLINE][NEWLINE]Presidential &amp; Vice Presidential Candidates:[NEWLINE]Joe Biden &amp; Kamala Harris[NEWLINE]Donald Trump &amp; Mike Pence[NEWLINE]Howie Hawkins &amp; Angela Walker[NEWLINE]Jo Jorgensen &amp; Jeremy Cohen[NEWLINE]Brock Pierce &amp; Karla Ballard,0,
b,test,The @user Coward's List I was going to tweet. It's ALL A #TrumpCovid LIE to make himself look good &amp; avoid further debates. #TraitorTrump #Trump2020  @user Well done @user 😎👍 http,1,
b,test,"President @user : We just want you to know that we have your back! We will continue to fight for your mission; YOU ARE THE ONLY ONE WHO CAN #SaveAmerica , but we will help you! I know ALL my FELLOW PATRIOTS will GOTV for #Trump2020 ! LET'S DO THIS THING! 🇺🇸",0,
b,test,"@user KevinMcCarthy, do u ever tire of the lies and divisive rhetoric?[NEWLINE][NEWLINE]The #American people are no longer fooled by #Trump enablers [NEWLINE][NEWLINE]American people are desperate for honesty, integrity and leadership[NEWLINE][NEWLINE]Your nonstop finger-pointing is exhausting[NEWLINE][NEWLINE]#Democracy #Biden2020",0,
b,test,@user @user @user My husband has been phone banking for the Biden/Harris campaign.  He spoke to a 68 year old woman voting for the first time.  There is too much at stake to sit this one out!,0,
b,test,@user @user Pitch in if you can but definitely[NEWLINE]#VoteEarly[NEWLINE][NEWLINE]#Biden2020[NEWLINE]#BidenHarris2020ToSaveAmerica,0,
b,test,Why just own @user when you can own them ALL?! [NEWLINE]#KAG #Trump2020 #MAGA http,0,
b,test,"Found out @user is the moderator for the 2nd presidential debate. Never heard of him, so I scrolled his tweets. He’s just another liberal hack. Once again, @user will be debating two losers. #trump2020",0,
b,test,Ex-husband says Jill #Biden 'betrayed' him by cheating on him with #JoeBiden; Biden camp denies it[NEWLINE][NEWLINE]https://t.co/2kbH8D2PEw #JoeBidenIsNotWell #JoeBidenIsSenile #BidenRiots #Democrats #LiberalHypocrisy #JoeBidenHasDementia #UnfitToBePresident #UnfitForOffice #Trump2020,1,
b,test,@user Speaking truth. Everyone should wake up. So sad to.see the thick wool over eyes of so many young people. I actually feel bad they didn't have a more honest upbringing when it came to US history and World History in school.[NEWLINE]#EducateYourself #Trump2020[NEWLINE]❤🤍💙🇺🇲💪,0,
b,test,@user Do you derive some personal fulfillment as spokeswoman for an outta control despot intent on overseeing the ruin &amp; desecration of American #democracy? Or is it that you are simply as much of a spineless sycophantic as your press briefings would suggest? #BidenHarris2020,0,
b,test,@user @user HORRIBLE KAMALA WILL NEVER BE PRESIDENT !!!! NEITHER WILL SLOW CREEPY JOE !!!,1,
b,test,"Thank you, Minnesota!!! #TRUMP2020 🇺🇸🇺🇸🇺🇸 http",0,
b,test,http 🔊 Homeward Bound by Fleetwood Mac #BidenHarris2020 #WearADamnMask #BlackLivesMatter http,0,
b,test,2 Kamala Harris staffers have covid-19. Let's hope at least one of them has been recently sniffed by Creepy Joe.,1,
b,test,"@user @user @user A cut for the ""Big Guy"" [NEWLINE][NEWLINE]Hunter doing business with the ""Spy chief of China"" [NEWLINE][NEWLINE]If Joe Biden wins he could get arrested shortly after, If Biden resigns from public office prior to electoral college meeting on Dec 14  the party can choose the president, (not necessarily Kamala)",0,
b,test,"To every Citizen of this Nation:[NEWLINE]When you vote for a President, you are NOT choosing a life-mate. You are choosing a transportation option that will get you as close as you can get to your final destination. AND FOR THAT - THE CHOICE IS CRYSTAL CLEAR! #BidenHarris2020 http",0,
